unified_id,lat,lon
5801724,43.01774813636649,-83.69266674443087
5801728,43.01774813636649,-83.69266674443087
5801730,43.01774813636649,-83.69266674443087
5801731,43.01774813636649,-83.69266674443087
5801732,43.01774813636649,-83.69266674443087
5801733,43.01774813636649,-83.69266674443087
5801734,43.01774813636649,-83.69266674443087
5801735,43.01774813636649,-83.69266674443087
5801736,43.01774813636649,-83.69266674443087
5801737,43.01774813636649,-83.69266674443087
5801738,43.01774813636649,-83.69266674443087
5801739,43.01774813636649,-83.69266674443087
5801740,43.01774813636649,-83.69266674443087
5801741,43.01774813636649,-83.69266674443087
5801743,43.01774813636649,-83.69266674443087
5801744,43.01774813636649,-83.69266674443087
5801745,43.01774813636649,-83.69266674443087
5801746,43.01774813636649,-83.69266674443087
5801747,43.01774813636649,-83.69266674443087
5801751,43.0177151353123,-83.69266027639307
5801752,43.0177151353123,-83.69266027639307
5801753,43.0177151353123,-83.69266027639307
5801754,43.0177151353123,-83.69266027639307
5801755,43.0177151353123,-83.69266027639307
5801756,43.0177151353123,-83.69266027639307
5801757,43.0177151353123,-83.69266027639307
5801758,43.0177151353123,-83.69266027639307
5801759,43.0177151353123,-83.69266027639307
5801760,43.0177151353123,-83.69266027639307
5801761,43.0177151353123,-83.69266027639307
5801762,43.0177151353123,-83.69266027639307
5801763,43.0177151353123,-83.69266027639307
5801764,43.0177151353123,-83.69266027639307
5801765,43.0177151353123,-83.69266027639307
5801766,43.0177151353123,-83.69266027639307
5801768,43.0177151353123,-83.69266027639307
5801769,43.0177151353123,-83.69266027639307
5801770,43.0177151353123,-83.69266027639307
5801771,43.0177151353123,-83.69266027639307
5801773,43.0177151353123,-83.69266027639307
5801774,43.01770697455963,-83.69265641143707
5801777,43.017686820776845,-83.69263618991675
5801778,43.01768004206494,-83.6926291414181
5801779,43.01768004206494,-83.6926291414181
5801780,43.01768004206494,-83.6926291414181
5801781,43.01768004206494,-83.6926291414181
5801782,43.01768004206494,-83.6926291414181
5801783,43.01768004206494,-83.6926291414181
5801784,43.01768004206494,-83.6926291414181
5801786,43.01768004206494,-83.6926291414181
5801787,43.01768004206494,-83.6926291414181
5801788,43.01768004206494,-83.6926291414181
5801789,43.01768004206494,-83.6926291414181
5801793,43.01766134715394,-83.6926299925687
5801794,43.01766134715394,-83.6926299925687
5801795,43.01766134715394,-83.6926299925687
5801796,43.01766134715394,-83.6926299925687
5801797,43.01766134715394,-83.6926299925687
5801798,43.01766093641206,-83.6926305168633
5801802,43.017659842601255,-83.69263120199791
5801804,43.017659842601255,-83.69263120199791
5801805,43.017659842601255,-83.69263120199791
5801807,43.017659842601255,-83.69263120199791
5801808,43.01765953220804,-83.69263115702917
5801812,43.017659335221424,-83.69263100221025
5801815,43.017659190932825,-83.69263077458389
5801816,43.01765908013272,-83.69263052637892
5801817,43.01765908013272,-83.69263052637892
5801818,43.01765908013272,-83.69263052637892
5801819,43.01765908013272,-83.69263052637892
5801820,43.01765908013272,-83.69263052637892
5801821,43.01765908013272,-83.69263052637892
5801832,43.017658725724075,-83.69262902155494
5801835,43.01765784477376,-83.69262793386501
5801837,43.01765773253824,-83.69262788248751
5801838,43.01765773253824,-83.69262788248751
5801839,43.01765773253824,-83.69262788248751
5801840,43.01765773253824,-83.69262788248751
5801841,43.01765773253824,-83.69262788248751
5801842,43.01765773253824,-83.69262788248751
5801843,43.01765773253824,-83.69262788248751
5801846,43.01765736868077,-83.6926279266376
5801847,43.01765736868077,-83.6926279266376
5801848,43.01765736868077,-83.6926279266376
5801849,43.01765736868077,-83.6926279266376
5801852,43.017657336955025,-83.69262797476003
5801853,43.01765738445396,-83.6926279725567
5801854,43.01765738445396,-83.6926279725567
5801859,43.01765735874306,-83.69262789104094
5801860,43.01765729745327,-83.69262782274778
5801861,43.01765729745327,-83.69262782274778
5801865,43.017657026749355,-83.69262745392996
5801868,43.01765651849682,-83.69262667153576
5801869,43.017656362083926,-83.69262653327544
5801870,43.017656362083926,-83.69262653327544
5801872,43.017655629265924,-83.69262635771621
5801875,43.01765519361505,-83.69262620824817
5801876,43.01765504392243,-83.69262610222688
5801877,43.01765504392243,-83.69262610222688
5801881,43.01765409824498,-83.69262490590384
5801882,43.01765352930785,-83.69262387861214
5801883,43.01765352930785,-83.69262387861214
5801902,43.01765015192085,-83.69262039490474
5801905,43.017649724559845,-83.69262043047995
5801908,43.01764831574946,-83.69262066894832
5801909,43.01764831574946,-83.69262066894832
5801912,43.017647842853656,-83.69262082186812
5801919,43.017647279083015,-83.69262065186624
5801923,43.017646693206046,-83.69262059581574
5801924,43.017646693206046,-83.69262059581574
5801930,43.017646229967866,-83.69261872280482
5801933,43.01764630271417,-83.69261865032747
5801941,43.017646063462124,-83.69261708936989
5801942,43.017646063462124,-83.69261708936989
5801943,43.017646063462124,-83.69261708936989
5801944,43.017646063462124,-83.69261708936989
5801947,43.0176458534453,-83.69261639785576
5801949,43.0176458534453,-83.69261639785576
5801950,43.0176458534453,-83.69261639785576
5801951,43.0176458534453,-83.69261639785576
5801953,43.0176458534453,-83.69261639785576
5801955,43.017645640347,-83.69261614507555
5801956,43.017645640347,-83.69261614507555
5801957,43.017645640347,-83.69261614507555
5801960,43.0176453524304,-83.69261584209492
5801961,43.0176453524304,-83.69261584209492
5801962,43.0176453524304,-83.69261584209492
5801963,43.0176453524304,-83.69261584209492
5801966,43.0176453524304,-83.69261584209492
5801968,43.01764503962567,-83.69261547786276
5801970,43.01764503962567,-83.69261547786276
5801971,43.01764503962567,-83.69261547786276
5801973,43.01764503962567,-83.69261547786276
5801974,43.01764503962567,-83.69261547786276
5801979,43.01764439711302,-83.6926146885674
5801983,43.01764376769643,-83.69261426279287
5801985,43.01764386776371,-83.69261396954077
5801987,43.01764413594417,-83.69261329896872
5801990,43.017644371862076,-83.69261288347441
5801992,43.01764447520175,-83.6926124934105
5801995,43.017644403945724,-83.6926120953332
5802000,43.01764347490213,-83.69261238209538
5802003,43.01764247994469,-83.69261291671809
5802006,43.01764246974496,-83.69261260387935
5802008,43.01764238986783,-83.69261242391403
5802009,43.01764238986783,-83.69261242391403
5802010,43.01764238986783,-83.69261242391403
5802012,43.01764238986783,-83.69261242391403
5802015,43.017642105346525,-83.69261231465389
5802016,43.017642105346525,-83.69261231465389
5802018,43.01764207472699,-83.69261251118823
5802019,43.01764207177712,-83.69261254291786
5802026,43.017642406754184,-83.69261330935917
5802031,43.01764245675417,-83.69261350780124
5802036,43.01764240858482,-83.69261335528249
5802037,43.01764240858482,-83.69261335528249
5802040,43.01764254326814,-83.69261320461044
5802044,43.01764303757314,-83.6926131407402
5802051,43.01764304728342,-83.69261230645178
5802060,43.01764226778224,-83.69260997820713
5802071,43.01763969716199,-83.69261023312593
5802076,43.01763747984765,-83.69261130257624
5802077,43.01763747984765,-83.69261130257624
5802082,43.017637128460656,-83.69261095313641
5802089,43.01763326234344,-83.69261049248664
5802090,43.0176329817218,-83.69261037165344
5802092,43.01763206403498,-83.69260968687195
5802093,43.01763191179284,-83.69260939476519
5802094,43.01763191179284,-83.69260939476519
5802097,43.017631604524816,-83.69260833278749
5802098,43.01763153553455,-83.69260819298559
5802114,43.017629484009255,-83.69260696119045
5802119,43.01762925726853,-83.6926065522594
5802126,43.01762848349757,-83.69260624689177
5802127,43.0176284982575,-83.69260632785952
5802130,43.01762837441616,-83.6926063829725
5802133,43.01762802557021,-83.69260622456547
5802136,43.017627877855105,-83.6926057222734
5802137,43.017627706245875,-83.69260557113381
5802138,43.017627706245875,-83.69260557113381
5802139,43.017627706245875,-83.69260557113381
5802143,43.01762707516272,-83.6926059857478
5802149,43.017624932812254,-83.69260572945541
5802151,43.01762472506444,-83.69260556542764
5802154,43.01762417989952,-83.69260520631748
5802156,43.0176234846227,-83.69260459471086
5802158,43.01762336661379,-83.69260438929255
5802162,43.017623297520174,-83.69260432563357
5802165,43.0176230512586,-83.69260339927297
5802169,43.01762282118351,-83.69260280125833
5802170,43.01762281687232,-83.69260289013133
5802172,43.01762280326864,-83.69260300359167
5802175,43.01762277240405,-83.69260296914867
5802176,43.01762271664377,-83.69260288334515
5802177,43.01762271664377,-83.69260288334515
5802186,43.0176211693565,-83.69260195489704
5802190,43.01762110285699,-83.69260116353482
5802193,43.0176210927131,-83.6926000104789
5802196,43.0176211375221,-83.69259971152196
5802197,43.0176211375221,-83.69259971152196
5802199,43.017620925987984,-83.69259928105282
5802200,43.01762087520195,-83.69259920864003
5802203,43.01762012574834,-83.6925995022661
5802205,43.017619816708105,-83.69259979492466
5802206,43.017619816708105,-83.69259979492466
5802207,43.01761960459616,-83.6925997164432
5802210,43.01761887497306,-83.69259932870402
5802212,43.01761860064227,-83.69259861782575
5802215,43.01761839320994,-83.69259764213263
5802229,43.01761704357407,-83.69259769754024
5802230,43.01761643131093,-83.69259771305737
5802232,43.01761603696136,-83.6925979399537
5802233,43.01761603696136,-83.6925979399537
5802237,43.017615218836255,-83.69259883807204
5802241,43.01761464004226,-83.69259962862387
5802257,43.01761379287411,-83.69259910594191
5802258,43.01761379287411,-83.69259910594191
5802276,43.01761015727555,-83.69260031179358
5802285,43.01760769579214,-83.6926035149092
5802289,43.017606097379954,-83.69260518079669
5802295,43.01760491406993,-83.69260639750443
5802296,43.01760492378792,-83.6926067819184
5802302,43.01760411603735,-83.69260930734626
5802303,43.01760411603735,-83.69260930734626
5802314,43.017607112093266,-83.69261259375028
5802316,43.017606677371795,-83.69261546842844
5802320,43.01760665322036,-83.69261562134885
5802321,43.01760665322036,-83.69261562134885
5802325,43.01760642710925,-83.69261567647739
5802331,43.017606045448034,-83.69261468417646
5802341,43.01760645796161,-83.69260783638191
5802342,43.01760645796161,-83.69260783638191
5802348,43.01760610198505,-83.69260559893827
5802351,43.017606001449984,-83.69260411580242
5802352,43.01760603456064,-83.69260376551804
5802355,43.017606500014296,-83.69260285807319
5802377,43.01761167908002,-83.69259134519461
5802383,43.01761189346946,-83.6925885743306
5802385,43.017611933661414,-83.69258801210233
