bssid,lat,lon
FA:E2:C6:AF:83:2E,43.014040814626156,-83.68664400598337
71:4E:C5:C8:1D:22,42.98147660972757,-83.75948686034947
70:D1:67:8E:A5:61,42.98152169953331,-83.75951776467849
43:27:0A:82:81:A3,42.98146188610516,-83.75930481120751
6C:AD:3F:01:61:DC,43.01765904327692,-83.69254777762055
44:15:5B:9B:69:4A,43.02376662574832,-83.695034685208
72:13:01:EA:26:85,43.024472423017166,-83.69743155679923
41:42:3D:72:1C:90,43.02348875807366,-83.69680751296465
70:90:41:7B:D7:A3,43.01583029436262,-83.68871355596086
70:90:41:7B:D7:A4,43.015824560847165,-83.68870706383636
41:7F:4B:E6:6D:91,43.02395876860246,-83.6921908038762
41:42:6A:CC:56:34,43.02341846725823,-83.69687018999906
41:2A:19:29:EF:F2,43.01556464250738,-83.69033042006457
6A:1D:F2:56:35:E7,42.98147436553173,-83.75673220928675
6A:22:32:FE:73:06,43.0150992399486,-83.68998657793679
43:93:A7:1D:B7:74,42.98070229667642,-83.76107811783102
69:CE:39:94:DF:8F,42.981461871449035,-83.7593048262288
66:0C:CF:68:D8:83,42.981461866154156,-83.75930483007885
43:76:39:0F:A1:B8,42.98143280052923,-83.75661387748694
67:08:93:D6:DB:F0,42.98146187312229,-83.7593048248017
43:38:1E:99:A1:44,42.981461871046996,-83.75930482670117
66:C7:E9:86:74:F8,43.02344241297023,-83.69683606290896
6D:38:C7:E2:14:E9,43.023536666666665,-83.6966711111111
66:B2:BA:31:02:05,42.988352241725714,-83.74056927295437
62:59:63:86:7A:72,42.98146457766672,-83.75937668668307
63:6D:95:8A:AC:6A,43.023662887724406,-83.69546786354991
61:DA:7A:C5:5A:A3,42.98135102166998,-83.75955165081791
64:77:01:CF:04:DB,42.98144208513049,-83.75958301460118
62:C7:97:7F:D9:E4,43.023699512092065,-83.69535397594942
62:FE:BF:B9:73:61,43.023420279827526,-83.69676049512705
71:3F:2D:97:08:65,42.98157974474594,-83.75943396882813
E9:4C:F1:C1:D5:EF,42.98385939830365,-83.74860942378369
18:EE:86:33:01:FB,43.0236745491153,-83.69532093053745
60:DD:C7:57:9E:D0,42.98120082914198,-83.75682261514355
66:6B:B0:22:AA:26,43.02351037468281,-83.69596096744618
69:88:97:F9:2D:80,42.98146188902434,-83.75930480887217
65:74:7E:D6:DB:86,42.98138119026777,-83.75946844781399
44:ED:38:B8:7F:50,42.98146187441629,-83.75930482371426
E9:4F:64:2B:1E:62,43.018593424408444,-83.69146861492608
43:E2:D1:C8:4B:5E,42.981403369123676,-83.75949387686177
10:36:AA:85:69:EF,43.02283457735683,-83.69706470258383
65:63:DF:C0:04:AD,42.9814618663892,-83.75930482996695
66:D1:58:7F:3D:3E,42.98146187430141,-83.75930482375261
E8:D8:D1:12:99:83,43.01603838313961,-83.69081627096713
10:36:AA:85:69:EE,43.02283457735683,-83.69706470258384
EC:91:1E:34:F5:CE,42.981461876202445,-83.75930482194606
65:29:95:BC:C3:0D,43.023460136852066,-83.69686301871819
64:FF:66:F3:D8:97,42.981461870403514,-83.75930482717273
E8:F7:75:69:20:88,42.981429455321006,-83.75661634275399
FA:D2:AC:C7:1E:38,43.03329644705781,-83.69397182020148
E8:20:20:05:91:E7,42.983764073333084,-83.74841401001673
70:24:16:0D:72:48,42.981381520395054,-83.75660379641688
18:A5:FF:21:AF:A7,43.01390815683104,-83.6868283186412
F3:00:33:98:F6:C1,42.98156140635428,-83.75674349440253
FB:BF:9D:69:7C:E3,43.02140911616424,-83.70424565714842
65:C3:14:93:A1:8C,42.9814618757024,-83.75930482075314
18:A5:03:28:AF:A7,43.01390436398469,-83.68686552245372
61:6D:1B:82:DD:FD,43.0234672200314,-83.69675943986903
68:B3:36:F4:18:E5,43.02347833333332,-83.69677833333333
70:1C:E7:8A:B3:B5,42.98141308688304,-83.75931695224592
5F:DC:1B:F3:6F:E3,42.98146187244344,-83.7593048255142
68:66:31:87:2D:33,42.981525521362045,-83.75670761994574
62:22:32:1D:A2:52,43.00958118136476,-83.6847034284883
66:14:03:8A:71:C8,43.024044258271395,-83.6918933626309
71:FF:D7:4B:FF:DE,43.023460312840434,-83.6968626259655
44:02:62:15:D8:40,43.017618788210314,-83.69246096194667
43:F6:B1:A7:7F:87,42.98157377458901,-83.75953017257336
65:59:AD:9B:FC:EE,43.02329928614946,-83.69511635013224
6E:39:65:C8:6E:8F,42.981461870870426,-83.75930482471786
F0:70:C2:78:D1:A0,42.98404917417816,-83.74924139433082
66:D5:A9:B4:B7:FA,43.023470672335,-83.6968509202514
EF:94:97:11:F2:66,43.01616728247259,-83.68906236305656
43:78:81:65:7D:E4,42.98069494831815,-83.76107337676318
FB:7D:DE:C2:AA:CC,42.98143103339863,-83.75661766290516
5E:AD:48:81:2E:A8,42.98837788078152,-83.74057440025133
67:E9:AB:C3:46:D8,42.98154678069932,-83.75938324861629
42:1E:59:87:69:4C,42.98146185557181,-83.75930483946796
EC:61:E2:89:94:9C,42.981461881023115,-83.75930481702731
67:3B:55:7C:50:55,42.98146186033093,-83.7593048355432
44:F1:F6:57:7D:C3,42.98146187422969,-83.7593048238977
43:FC:6C:AC:BA:4F,43.02357720744501,-83.69669540272609
61:0D:E7:AF:D7:77,42.9815644501471,-83.75952710844226
70:90:41:7B:D1:15,43.01581225448623,-83.6886771820475
70:90:41:7B:94:16,43.0158482702305,-83.68871087065871
66:FF:0A:97:AA:EC,43.02344442307554,-83.69685253028705
42:75:C3:47:03:57,43.01434264864729,-83.68554916074025
70:1F:F8:F6:96:7D,42.98146187343274,-83.75930482466681
70:90:41:7B:D1:13,43.01581225448623,-83.6886771820475
6C:AD:3F:01:60:68,43.01762051672984,-83.69256189584539
45:9A:A1:05:53:72,42.981461872755865,-83.75930482523827
6E:21:AE:30:21:11,42.981461870243464,-83.75930482691643
64:93:9B:6E:C1:38,42.98135740386903,-83.75674862333547
70:31:CC:20:92:E9,42.981426498985435,-83.75957477886543
63:F9:5D:66:80:AC,43.02342667428959,-83.69687660995722
18:7A:3E:BC:60:C6,43.00811477491317,-83.68320726298441
62:7D:25:25:48:68,42.98154924892362,-83.75952924135969
44:AC:85:D2:BB:A9,43.02092571141449,-83.69498173313943
70:03:7E:6E:35:5E,43.02410937651809,-83.69426125649726
6C:AD:3F:01:62:36,43.017641841671434,-83.6925242546117
6F:B2:A5:AD:08:0D,42.9814126224071,-83.75946856531868
41:88:07:39:B6:3C,42.981461873360104,-83.75930482453049
41:88:57:67:69:9A,42.98141562280324,-83.75662987668368
1A:8B:37:F6:85:FA,43.02388919682536,-83.69268327424179
FA:D2:AC:C7:1E:3A,43.03329644705781,-83.69397182020148
41:8A:CB:31:76:1D,42.981461873927394,-83.75930482424538
42:F1:9E:BB:41:FC,43.01465318942274,-83.68963989748626
E9:D1:C0:ED:92:06,42.98146187260918,-83.75930482537422
68:56:14:D3:B4:3D,42.98146187056411,-83.75930482628098
EB:67:6D:C1:9D:F6,42.979290134378694,-83.6741004047975
1A:D5:7F:4D:F3:82,43.023467038610214,-83.6968360975545
1A:2D:C0:8C:0A:60,43.0241013980337,-83.6943433491174
67:EF:2D:DD:96:94,42.98143166696091,-83.75661582296169
5E:FE:E9:85:E5:10,43.02090053374523,-83.69723963057622
65:93:6A:F4:FD:E0,43.02351508502888,-83.69686337147512
E8:9F:80:45:C3:1E,43.01624820679618,-83.69037514424859
68:FE:CB:84:C9:70,42.98159390279426,-83.7593266486411
45:98:2D:B3:3A:7D,43.02393217174197,-83.69207540933904
EE:D2:16:01:72:99,42.98144195947523,-83.75662711988676
44:DB:D2:6B:77:75,43.01768171208263,-83.69252672867133
61:EA:EF:03:4E:AC,42.98146186599303,-83.759304829744
64:E2:7C:94:00:38,42.98146187390782,-83.75930482426178
6F:96:FD:40:E3:C3,43.023495,-83.69675166666666
70:09:71:99:09:7D,43.02006221235987,-83.69389264422244
E6:55:B8:1E:70:AB,43.01764718756322,-83.69256777524078
45:07:5B:A2:0C:94,42.9814618709535,-83.75930482676067
FB:89:18:51:5A:67,42.98143101270956,-83.75661665367319
F4:2E:7F:00:85:10,43.02126734816154,-83.70447720473733
60:24:66:C5:38:F0,42.98146187226279,-83.75930482552883
5F:0B:0E:09:A9:C3,42.98146187129509,-83.75930482649062
6B:A0:D7:C8:B5:76,42.981529624179494,-83.7595269619115
72:13:01:EA:26:80,43.02447301705305,-83.69739635267108
72:13:01:EA:26:87,43.024468853434875,-83.6974329860798
F1:D7:4A:25:0A:B5,43.023436382541824,-83.69670922130355
72:13:01:77:41:75,43.023429501776434,-83.69684219472762
F1:CC:65:36:39:8F,43.02348797026389,-83.69680109192971
64:FA:A9:97:DC:6F,42.94635318807116,-83.72799887191512
FE:C0:49:77:51:FB,42.98388087148587,-83.74883969963219
6F:0E:E0:26:49:2F,42.981362837879,-83.75926359761947
44:DB:D2:95:33:68,43.017666154910245,-83.6926263375015
69:D1:9A:74:B2:F8,42.981461880396246,-83.75930481676882
ED:8F:BC:74:EC:A8,43.013894659093815,-83.68310630886334
F2:55:B8:2B:94:FE,42.976812792028625,-83.76823536155266
62:F1:9E:BB:41:FC,43.01460996178093,-83.68954538745757
44:82:45:EB:4F:0C,42.98138589750624,-83.75953173718811
60:D8:9C:17:64:22,43.02340010808856,-83.6965653189079
43:54:64:85:7D:DC,42.98141433175446,-83.75954049588438
65:34:6E:9D:8E:66,42.981431464582336,-83.75661715192616
64:59:20:DE:67:CA,42.981461857971965,-83.75930483773898
6B:76:37:D7:33:A5,42.981414229245765,-83.75954635936361
FE:C6:74:2A:B7:47,42.98364104746292,-83.74949198173823
FA:92:BF:68:A5:06,43.0190924418819,-83.70951888893812
6E:AB:88:07:2F:D3,42.98146187085856,-83.75930482685533
6F:12:80:D8:FC:84,43.0234548322108,-83.69678154447463
60:22:32:FE:73:05,43.01506202390221,-83.68980891468941
F4:2E:7F:00:5D:94,43.021293679393445,-83.70438752434353
41:63:21:B6:45:6B,42.981461871881116,-83.75930482568857
6E:7E:81:04:88:DD,43.02005789753932,-83.69433979860486
6B:9C:8D:AE:51:A8,43.02135895763316,-83.70430614039687
42:0F:C1:F9:53:B8,43.014959375200995,-83.68995909127055
FE:CA:B5:F3:EC:20,43.024414532067034,-83.69736066907976
5E:B2:6D:E7:22:0A,43.02251379694417,-83.69611957823473
66:AE:EF:D2:E1:E9,43.023706003355564,-83.69564395177576
62:2A:B8:B1:16:02,42.98142812281991,-83.75661908191825
66:4A:45:28:B4:5A,43.02352701418466,-83.69673991112704
41:F7:01:87:4A:66,42.98146187093329,-83.75930482679631
EE:38:83:1F:AF:3E,43.01467054063659,-83.68964221850071
5E:8E:F7:79:29:7A,42.981461874562264,-83.75930482358622
5F:A2:F2:2F:E1:BA,42.98146187525585,-83.75930482287943
6A:71:DF:51:8D:2A,42.980699403648835,-83.76107109463611
6C:3D:74:CD:24:33,42.98126830780518,-83.75706786975171
69:30:5B:65:CE:24,43.02397198658746,-83.69183302589708
45:BE:63:78:DB:46,42.98143067727407,-83.75661481156074
6E:A1:55:58:98:4D,42.98146187707794,-83.75930482069667
43:98:3E:9B:5F:D4,42.97681353218883,-83.76818037371119
EA:9F:EC:23:88:87,43.02151742516321,-83.70001912737143
43:FC:BA:F7:30:24,42.98146187103657,-83.75930482670141
66:1A:DD:0D:FA:CA,42.981573225039504,-83.7595247047317
6C:AE:F6:03:CF:09,43.0205545819781,-83.69471933341906
F0:AB:54:41:E3:37,43.0234163869109,-83.69683290867819
F0:B9:D6:4B:0A:3F,42.98146893435657,-83.75666378163454
5F:50:22:5D:70:8E,42.98165855876164,-83.75964369102537
E7:16:0E:41:26:7B,42.981363884450076,-83.75958957947707
65:AD:4F:F5:06:0B,43.02356286519095,-83.69679128842243
61:24:D1:47:B8:39,43.02387436501471,-83.69508284292804
5F:E8:30:A1:36:DC,42.98140608611762,-83.75954468601479
67:EC:C1:53:1F:7E,42.981379326247236,-83.75957437566005
45:06:99:B3:AA:B0,43.0138909220982,-83.68310337073221
FF:71:FA:08:90:77,42.981430669859954,-83.75661624255878
5E:BE:27:98:12:6B,42.981461871841596,-83.75930482439294
F0:AB:54:BE:E5:44,43.02347600886461,-83.69680896302067
42:A8:81:D8:25:06,42.98146186942855,-83.75930482715893
5F:A6:71:A2:DA:3E,42.98146187089791,-83.75930482682462
65:EF:CD:5D:22:52,43.01423906186545,-83.68505799078979
6D:E2:8C:91:63:59,42.981561304509704,-83.75953034128655
1A:98:11:A9:5A:6D,43.024091165204965,-83.6919380245773
6E:A4:18:EA:4C:C1,43.02358396223426,-83.69695594692189
66:09:CF:CE:79:D6,42.98146187215129,-83.75930482551027
EA:EF:7E:9F:54:7C,43.0239706713005,-83.69183354730838
5E:DB:1E:1C:C7:CD,42.98146187997185,-83.75930481782108
62:03:01:3D:4C:A4,43.01851631798839,-83.691533714909
10:36:AA:85:69:ED,43.02283457735683,-83.69706470258383
61:B3:16:4D:A5:AF,42.98146187878996,-83.75930481934343
72:0E:6E:4E:0C:16,42.98146187931007,-83.75930481870564
6E:BA:8B:1D:CA:03,42.981352694516595,-83.75661621901476
5F:40:EB:50:39:CF,43.0235967845908,-83.6967634822781
F1:74:F3:EC:DC:62,42.98070373009219,-83.76107774797482
FA:AC:D9:B0:52:CC,42.97925610808176,-83.67411665812087
5F:90:C0:26:14:16,42.98146189437722,-83.75930480356374
EC:AA:A0:B7:6D:B0,43.016791368374406,-83.6892866365081
62:22:32:3D:A5:2B,43.01084040281095,-83.6861128983939
EA:47:98:D5:85:08,42.98125058829155,-83.75946036214248
64:19:17:A8:87:F2,42.98160087231284,-83.75932031916493
5F:6D:11:C8:45:E8,42.98146187763738,-83.75930482040236
60:26:EF:81:83:A4,43.02099490765181,-83.70409036469601
72:13:01:A6:53:07,43.02140903091287,-83.69539658375521
6A:C3:A2:50:38:96,43.012750381014285,-83.68813700678247
