unified_id,lat,lon,address
5801724,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801728,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801730,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801731,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801732,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801733,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801734,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801735,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801736,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801737,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801738,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801739,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801740,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801741,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801743,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801744,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801745,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801746,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801747,43.01774813636649,-83.69266674443087,"West Union Street, Flint, Michigan 48502, United States"
5801751,43.0177151353123,-83.69266027639307,"West Union Street, Flint, Michigan 48502, United States"
5801752,43.0177151353123,-83.69266027639307,"West Union Street, Flint, Michigan 48502, United States"
5801753,43.0177151353123,-83.69266027639307,"West Union Street, Flint, Michigan 48502, United States"
5801754,43.0177151353123,-83.69266027639307,"West Union Street, Flint, Michigan 48502, United States"
5801755,43.0177151353123,-83.69266027639307,"West Union Street, Flint, Michigan 48502, United States"
5801756,43.0177151353123,-83.69266027639307,"West Union Street, Flint, Michigan 48502, United States"
5801757,43.0177151353123,-83.69266027639307,"West Union Street, Flint, Michigan 48502, United States"
5801758,43.0177151353123,-83.69266027639307,"West Union Street, Flint, Michigan 48502, United States"
5801759,43.0177151353123,-83.69266027639307,"West Union Street, Flint, Michigan 48502, United States"
5801760,43.0177151353123,-83.69266027639307,"West Union Street, Flint, Michigan 48502, United States"
5801761,43.0177151353123,-83.69266027639307,"West Union Street, Flint, Michigan 48502, United States"
