bssid,lat,lon
1C:7E:D3:65:59:2C,43.0214774294942,-83.7046872815307
2C:D2:E6:8A:A0:68,43.021585874125854,-83.70473383555739
35:DB:4A:64:BE:E3,43.02137070231146,-83.70464146478497
41:BE:A2:8A:4F:01,42.946183652349156,-83.72945512414671
00:00:00:00:6E:36,43.02351,-83.69681999999999
00:00:00:00:E1:6F,43.022369181435955,-83.69796520563506
00:00:00:02:61:E1,43.02341595598259,-83.69423684194511
00:00:00:02:A1:46,43.02344832842531,-83.69682499999999
00:00:00:03:65:AC,43.02840117178016,-83.6937841037733
00:00:00:04:38:69,43.023418072559174,-83.69679667785087
00:00:00:04:75:EA,43.02344546496263,-83.69681450989724
00:00:00:04:D4:79,42.98837743856812,-83.74064127337853
00:00:00:05:2B:10,42.98146186962253,-83.75930482674654
00:00:00:05:BC:20,43.01571735155976,-83.6940819554393
00:00:00:07:20:10,43.0211486732863,-83.70083805860598
00:00:00:0A:4D:12,43.02345166695839,-83.69682499999332
00:00:00:0A:E4:48,43.02346539763398,-83.69681480707436
00:00:00:0A:E4:F8,43.023490375021254,-83.69687378593936
00:00:00:0A:F3:6A,43.023581624437256,-83.69335947172507
00:00:00:0B:07:BB,43.022476301233056,-83.69725439879589
00:00:00:0B:4D:B0,43.02341120818883,-83.69581726115639
00:00:00:0C:AF:65,43.0239051243805,-83.6922697445212
00:00:00:0E:42:4B,43.022112798587855,-83.69859524880397
00:00:00:13:39:20,43.02109226622038,-83.69526981042365
00:00:00:34:33:33,43.021540805038605,-83.69711858150738
00:00:00:FF:FF:FF,43.00207924443664,-83.76744283500403
00:00:0E:EB:87:74,43.023429386339515,-83.69682888767429
00:00:31:4F:B8:19,43.02338887484648,-83.69461016394082
00:00:45:00:1A:F1,43.02346579746963,-83.69684981805476
00:00:46:4E:60:2B,43.0184111887981,-83.69297318489062
00:00:46:76:CD:D4,43.02345073942501,-83.69684150000091
00:00:46:FE:D2:F7,43.018451888225776,-83.69294064343295
00:00:A0:03:8E:21,43.02354174611582,-83.69690169557605
00:00:A0:0D:DE:E9,43.02341625463316,-83.69680040612884
00:00:A0:13:7C:48,43.020802815934495,-83.69678005141382
00:00:CA:F5:7B:DA,43.01761587860909,-83.69265890433036
00:01:21:31:8D:9D,42.977530851709155,-83.77208711330005
00:01:21:34:6B:96,43.015495739236414,-83.69054116095712
00:01:21:34:6B:97,43.015554631541605,-83.69059536121128
00:01:6A:7F:70:65,43.02263910755094,-83.69432479746212
00:01:90:6E:88:52,43.01547441734918,-83.68757431745658
00:01:90:85:22:09,43.017816322802815,-83.69237386266136
00:01:90:85:22:64,43.017767733486245,-83.69232758984258
00:01:95:8B:8B:48,42.98837778885706,-83.74057073695359
00:01:B9:64:80:4A,43.01683205461757,-83.69152735116127
00:02:5B:01:07:E5,43.023429434172236,-83.6968539121734
00:02:5B:03:FA:02,42.98058241800037,-83.76133690995823
00:02:5B:07:BE:B6,43.022869791925906,-83.69611744056286
00:02:5B:08:77:12,43.02356404444601,-83.6967853654005
00:02:5B:09:9A:DE,43.02342535742569,-83.69677330187469
00:02:5B:82:90:00,43.02394792173715,-83.69183259457157
00:02:6F:BB:F7:17,43.01440207693177,-83.6841571714925
00:02:6F:BD:B0:9E,43.01043800061613,-83.68586616892031
00:02:6F:BF:C2:A5,43.01701542411391,-83.69171270338079
00:02:6F:BF:C2:A6,43.0164778277361,-83.69121001472314
00:02:6F:CA:6A:DE,43.0237645505235,-83.69515366518944
00:02:6F:E7:A5:4A,42.984130877391316,-83.75084489315779
00:02:78:08:19:6B,43.023432468138616,-83.69681240303164
00:02:F5:03:88:93,43.02342869702392,-83.69450997381148
00:03:19:8B:9C:09,43.01263274106347,-83.68981236900137
00:03:23:B9:8B:25,43.02345667027421,-83.69684167027401
00:03:61:B4:9B:33,43.023418237659946,-83.69683436375703
00:03:7F:12:EF:DF,42.98821402247577,-83.77242291249352
00:04:40:97:23:56,43.02347013862224,-83.69679722994188
00:04:61:66:5F:5A,43.02107119328165,-83.70444801232576
00:04:EA:65:CA:95,42.94643066147833,-83.72907858686122
00:04:F7:58:F1:00,43.02160719647329,-83.70457864319819
00:05:07:A6:1E:CB,43.02137123574715,-83.69674678183881
00:05:40:62:09:55,43.023432845955,-83.69675469962282
00:05:4F:CA:F9:0F,43.023485,-83.69675500000002
00:06:78:EA:81:8D,42.98013680220643,-83.75895635123139
00:06:80:03:3F:CD,43.01489545604501,-83.68993987584938
00:06:AE:46:F4:24,43.023442414639995,-83.69677855969609
00:07:70:C8:41:DC,43.023450305449046,-83.6967863215795
00:08:22:04:1B:D1,43.02341574908044,-83.69677010772963
00:08:22:05:1C:AB,43.021125711985334,-83.70388406502188
00:08:22:05:CB:1F,43.01465700055764,-83.68955341149551
00:08:22:06:5C:D9,43.02353015736411,-83.69703967434677
00:08:22:75:CB:97,43.012662839145435,-83.68805860717204
00:08:22:C7:3C:A7,43.023430088789446,-83.69675635128307
00:08:22:D4:3C:23,43.023546422984246,-83.69582108937396
00:08:D7:AD:D7:F4,43.02343067865209,-83.69692679103377
00:08:E0:58:21:07,43.023453328498576,-83.69682667142852
00:08:E0:63:45:63,43.023914466670654,-83.69372610157423
00:08:E0:B4:AA:BC,43.01761740287991,-83.6925945112406
00:09:4D:1F:25:FB,42.946348191878265,-83.72867509719767
00:09:57:B1:B5:74,43.023434503323834,-83.69683652855647
00:09:B7:FD:37:22,43.0204732350319,-83.69680047440674
00:09:EC:CC:C0:F7,43.023447977593946,-83.69683594014184
00:0A:08:B7:1B:F9,43.03527282798214,-83.6935867756853
00:0A:45:0C:13:6D,43.0234396776083,-83.696798876524
00:0A:99:86:59:7A,42.944087759415964,-83.7251490049606
00:0A:99:88:89:5F,42.988599760557705,-83.73674916377725
00:0A:99:8A:07:3F,43.01186544525049,-83.6873915106236
00:0A:99:8A:12:73,42.97961124338398,-83.72748102051098
00:0A:99:8A:8D:5D,42.38483840620514,-83.02682574189694
00:0A:99:8B:28:56,43.011764802825624,-83.68729758348918
00:0A:99:8B:C1:F6,43.0234635649627,-83.69680847198957
00:0A:99:8C:0E:12,43.023434703281595,-83.69683269740116
00:0A:9A:99:80:4F,43.02371900448503,-83.69569294331566
00:0A:9B:B8:90:46,43.02373215778312,-83.69315842735794
00:0A:9B:BC:C0:77,43.023449054732836,-83.69685442078939
00:0A:9B:C4:80:68,43.02342808,-83.69683174
00:0A:9B:C8:4A:58,42.98837547799721,-83.74055738418106
00:0A:9B:C8:FC:06,43.023448816629546,-83.69685381973197
00:0A:9B:C8:FD:81,43.02342621069585,-83.69681043608401
00:0A:F5:3E:4D:20,43.02344629577722,-83.69679771693313
00:0A:F5:59:91:5C,43.023047544185395,-83.6966341008092
00:0A:F5:67:B0:70,43.023215265215214,-83.69225536287537
00:0A:F5:7E:57:EC,43.02342041301697,-83.69683178337573
00:0A:F5:BA:48:14,43.02346139419282,-83.6968530223735
00:0A:F5:BE:57:AC,43.023451879555,-83.69685259077285
00:0A:F5:C5:60:30,43.03576998897051,-83.69213477473215
00:0A:F5:ED:26:F8,43.023419192436464,-83.69679185976572
00:0B:3C:FA:70:37,43.01717422386099,-83.69181106229837
00:0B:57:65:5B:0E,43.01462625656779,-83.68957921973434
00:0B:57:65:6D:26,43.01715380643567,-83.69182758727725
00:0B:57:65:96:5D,43.01455070273012,-83.68952196126402
00:0B:57:66:D3:4F,43.01447086803319,-83.68943902241517
00:0B:57:78:1C:82,43.017152268004665,-83.69185144397525
00:0B:57:84:80:AB,43.01474992282785,-83.68951798007379
00:0B:B1:75:E1:E9,43.01776461177661,-83.69163908689073
00:0C:66:10:F0:69,43.01555191525225,-83.69038142659187
00:0C:66:10:FA:E9,43.01549778948382,-83.6904109872079
00:0C:66:13:86:0C,43.01553581963236,-83.69024970476843
00:0C:E6:C9:64:71,43.02407536218398,-83.69429075920084
00:0C:E6:C9:7B:01,43.024064285900565,-83.69392377651624
00:0C:E6:C9:7B:02,43.02406227335619,-83.69392120071826
00:0C:E6:C9:AB:71,43.02408951697602,-83.69396038294367
00:0C:E6:C9:AB:81,43.02408773514481,-83.69395705385917
00:0C:E6:C9:AB:82,43.0240901234253,-83.69396491084113
00:0C:E7:74:93:0C,43.023579442829856,-83.69680222142561
00:0D:1C:D7:F2:88,43.02304411551016,-83.6973075596805
00:0D:27:A5:50:C4,42.99998082833712,-83.67777590797897
00:0D:6F:77:A9:43,43.014647582425205,-83.68961447243956
00:0D:6F:77:AC:EB,43.01456461311868,-83.68964083909191
00:0D:6F:77:AE:30,43.01465529718106,-83.68958954783876
00:0D:6F:77:B0:D0,43.014629214369414,-83.68962057040123
00:0D:6F:77:B0:DE,43.01448603258919,-83.68945579330574
00:0D:6F:77:B8:E3,43.01476912487233,-83.68950670597356
00:0D:6F:77:BD:19,43.014672285156124,-83.69139360625681
00:0D:6F:79:0D:BE,43.01433664516852,-83.69128726505241
00:0D:6F:79:0F:3D,43.014613695733864,-83.68959574741578
00:0D:6F:7B:B7:7B,43.01412303770545,-83.69108818119125
00:0D:6F:7B:B7:8E,43.01412303770545,-83.69108818119125
00:0D:6F:7B:BB:58,43.01455617414353,-83.68950753954924
00:0D:6F:7D:0C:AC,43.01455184628704,-83.69133452685323
00:0D:6F:7D:30:52,43.01452648080448,-83.69144562176169
00:0D:97:1B:48:C9,42.37998708355752,-83.03335780731582
00:0D:D1:DA:F2:63,42.988335785719315,-83.7405789617589
00:0E:52:5A:E7:6C,43.02344523638536,-83.69684605115351
00:0E:6C:64:C2:7C,43.021129818394165,-83.703812379488
00:0E:8A:A7:DE:28,43.02344026569273,-83.69682246228793
00:0E:8E:CB:07:A4,43.02343321121363,-83.69685071121363
00:0E:8E:CB:07:A8,43.023456682847126,-83.69682168284714
00:0E:8F:A4:19:5E,42.99336506526855,-83.67711894841284
00:0E:9F:E5:15:A2,43.02341896748575,-83.69684999702642
00:0E:FC:2A:27:FB,42.98133104714748,-83.75659734797568
00:0F:65:35:09:AA,43.02347499999999,-83.69680000000001
00:0F:D7:35:13:94,43.023419259204125,-83.69682496666937
00:0F:EF:AA:E4:46,43.02337871492149,-83.69617719794701
00:10:02:43:FD:2F,43.02343358,-83.69670158
00:10:2B:E8:94:DA,43.023425,-83.69683667022082
00:10:60:D2:EC:94,43.02112030856463,-83.70389019359887
00:10:61:10:58:E1,43.01527078367512,-83.69173720268564
00:10:88:E8:F2:21,43.0239068457755,-83.69734598931929
00:10:8D:6A:97:E7,43.023471666666666,-83.69690833333334
00:10:AB:FF:36:0B,43.02342541487768,-83.69683207382599
00:10:CC:4F:36:03,43.01515090559599,-83.68991325647873
00:11:62:18:9E:76,42.96832709947104,-83.67244482638196
00:11:62:4A:99:6E,43.033313968897275,-83.69402533592354
00:11:74:D6:96:21,42.9831624244981,-83.75096118607323
00:11:74:ED:91:20,42.97441207586633,-83.77181056770907
00:12:01:A8:A1:27,43.0157184030573,-83.68857716736846
00:12:12:C0:0A:5A,43.02346367187024,-83.69595497682188
00:12:17:9E:4C:5A,43.02446698746861,-83.69521590423288
00:12:1C:E0:A8:76,43.0234378353862,-83.69681598929586
00:12:6F:FE:7F:90,43.024089365157884,-83.69323463190887
00:12:F3:26:52:89,42.98583523738952,-83.74756830360515
00:13:04:00:2A:13,43.023444999999995,-83.696851677495
00:13:09:10:30:7D,43.02644268656842,-83.69995927128485
00:13:09:10:33:81,43.02344667133582,-83.69684000000001
00:13:09:10:36:00,42.98889518659724,-83.74046559832216
00:13:1A:3C:8F:E1,43.02345789545514,-83.69682951751177
00:13:1E:39:8D:68,43.023325738944365,-83.69401905578357
00:13:1E:6D:5F:B8,43.014604736257354,-83.68958864012652
00:13:1E:7D:0A:FD,43.02372143389545,-83.69321975603977
00:13:1E:FE:43:99,43.02354000000876,-83.6967283208995
00:13:43:E0:DC:E5,43.020309458370235,-83.72234871540084
00:13:6C:E7:BC:5E,43.02347532420192,-83.69681933014432
00:13:EF:9F:E1:FE,43.03564017057586,-83.69215087134774
00:13:EF:A0:04:C9,43.023948027503764,-83.69182488401727
00:13:EF:A0:06:6B,42.98357312997393,-83.74945885091309
00:13:EF:A0:08:B1,43.023940370249434,-83.69210484530801
00:13:EF:A1:88:5A,43.02140776155231,-83.70361292930215
00:14:09:34:CA:0E,43.035739833300426,-83.69214262553325
00:14:09:38:5A:DC,43.02340436867146,-83.69693723601354
00:14:09:A7:33:F5,43.02345140792864,-83.69687986742248
00:14:09:C1:5A:BE,42.96936580654104,-83.72548953980026
00:14:09:C6:1E:98,43.023763093817685,-83.69211589460375
00:14:09:FE:9D:54,43.02316963363094,-83.69593312655462
00:14:09:FE:E6:0D,43.023465,-83.696845
00:14:3E:1F:DE:30,43.02344311,-83.69682435
00:14:3E:20:24:00,43.02345127067517,-83.6967867146605
00:14:3E:20:24:01,43.023433292321684,-83.69682671853855
00:14:3E:20:33:70,43.023503652140604,-83.69674346212814
00:14:3E:20:49:21,43.02169906654775,-83.70599185194837
00:14:3E:20:49:80,43.02342272089978,-83.69608309179965
00:14:3E:20:5B:60,43.0234251660099,-83.69684950971508
00:14:3E:20:63:80,43.02350667003786,-83.69677751606156
00:14:3E:20:63:C0,43.02350521897499,-83.69673689386825
00:14:3E:20:66:C0,43.02344012740355,-83.69681764496481
00:14:3E:20:66:C1,43.02342261614325,-83.69687707489085
00:14:3E:20:AB:00,43.02340821939528,-83.69683000661684
00:14:3E:30:3A:A0,43.02347461383486,-83.69682300683569
00:14:3E:33:1C:70,43.02348749831593,-83.6967875
00:14:3E:33:1C:71,43.0234135407528,-83.69681230000093
00:14:3E:33:2E:40,43.02343350402802,-83.69683832388974
00:14:3E:33:2E:41,43.02344000000001,-83.69684417001932
00:14:3E:39:A8:50,43.023495488170354,-83.69677615371066
00:14:3E:39:A8:51,43.02346304712498,-83.69673639427498
00:14:3E:39:AD:50,43.023472907844685,-83.6967324155888
00:14:3E:39:AD:51,43.02347268495585,-83.6967323672805
00:14:3E:39:AF:D0,42.945294916324634,-83.72775659934338
00:14:3E:42:10:30,43.02343916873044,-83.69681938355271
00:14:3E:42:10:31,43.02342954409426,-83.69677651099398
00:14:3E:43:D9:E0,43.023484927799615,-83.69671664960018
00:14:3E:43:D9:E1,43.02347098949363,-83.69674128244905
00:14:3E:43:F1:E0,43.02342865177805,-83.6968017900022
00:14:3E:48:4B:11,43.02346783941298,-83.69679614046704
00:14:3E:4A:28:C0,43.02340882225981,-83.69681608936213
00:14:3E:4A:66:B0,43.023423239782,-83.69682449063795
00:14:3E:4A:8A:F0,43.0234227106362,-83.69683316486955
00:14:3E:4A:E3:A0,43.02353332731661,-83.6968083273166
00:14:3E:4B:23:40,43.02347530299838,-83.6968012294716
00:14:3E:4B:8C:E0,43.01924279475081,-83.69362658940052
00:14:3E:4B:C9:D0,43.02343521697473,-83.69680451102214
00:14:3E:4C:02:70,43.02343580754072,-83.69678791621786
00:14:3E:60:87:D0,43.02343883316827,-83.69685166146895
00:14:3E:60:87:D1,43.02344045703682,-83.69684948913513
00:14:3E:60:88:D0,43.02341166666667,-83.69683166666667
00:14:3E:60:88:D1,43.02346,-83.69681416666667
00:14:3E:60:AB:E1,43.00616492585479,-83.68723914668499
00:14:3E:60:E5:80,43.023509924446756,-83.69679902282266
00:14:3E:61:0C:D0,43.023399501484654,-83.69682592563427
00:14:3E:61:0C:D1,43.0233980147297,-83.6968263125505
00:14:3E:61:0F:50,43.023451061070745,-83.69679998785342
00:14:3E:61:0F:B1,43.02341636557057,-83.69684635043924
00:14:3E:61:14:B0,43.02345124140281,-83.69675269554874
00:14:3E:61:1A:D0,43.023523694041586,-83.69682185612358
00:14:3E:61:21:20,43.02343166798481,-83.69677833201517
00:14:3E:61:21:21,43.023431668034185,-83.69677833196579
00:14:3E:61:21:F0,43.02344095053389,-83.69682488862217
00:14:3E:61:27:10,43.023453795474865,-83.69681272933343
00:14:3E:61:29:D0,43.023461907109635,-83.69684335569715
00:14:3E:61:38:F0,43.023438118660415,-83.69682794739181
00:14:3E:61:3E:80,42.94602030556952,-83.72920565780312
00:14:3E:61:BE:31,42.945579801225314,-83.72457894449796
00:14:3E:6B:79:F0,43.02343516292283,-83.69684829399064
00:14:3E:6B:E0:20,43.023615,-83.69682333333334
00:14:3E:6C:97:20,43.023469164640225,-83.6968275182054
00:14:3E:6D:0B:00,43.02342922290548,-83.6967059351495
00:14:3E:6D:0E:A0,43.02355140955313,-83.69673691529925
00:14:3E:6D:43:F0,43.02340331946937,-83.69683651485727
00:14:3E:6D:6D:90,43.02339171505039,-83.69669842567977
00:14:3E:6D:A0:90,42.980024404073376,-83.67399291075516
00:14:3E:6D:B6:D0,43.02344249228846,-83.69679599074844
00:14:3E:6E:11:10,43.023445084821695,-83.69677631746443
00:14:3E:6E:13:A0,43.023440883123676,-83.69681670133618
00:14:3E:6E:16:50,43.02340583540392,-83.696845
00:14:3E:6E:21:51,43.02343166666666,-83.69683666666667
00:14:3E:6E:21:E0,43.023436688611554,-83.69675528416845
00:14:3E:6E:27:40,43.02343551396756,-83.69679859880421
00:14:3E:6E:39:60,43.02346829231168,-83.6968405324998
00:14:3E:7F:D1:00,43.023428005213034,-83.69682881057352
00:14:3E:7F:E5:D0,43.02344245484588,-83.69678795732423
00:14:3E:7F:F1:A0,43.02342296599885,-83.69683759262752
00:14:3E:83:67:00,43.0234352560844,-83.69687411919273
00:14:3E:83:A4:30,43.023515,-83.6968166717647
00:14:3E:84:BA:40,43.02345355114965,-83.69682087592335
00:14:3E:99:EC:10,43.02339592861407,-83.69685074920919
00:14:3E:9C:B8:C0,43.023591665929246,-83.69678222569172
00:14:3E:9C:B8:C1,43.02353829176801,-83.69684646815698
00:14:3E:9C:C7:20,43.02344807663775,-83.69682410289955
